iter	Logloss
483	0.06410606715
484	0.06399149945
485	0.0638713674
486	0.06374141225
487	0.06362601519
488	0.06354253675
489	0.06336833002
490	0.06326506894
491	0.063140235
492	0.06303665315
493	0.06292739311
494	0.06277758619
495	0.06266547318
496	0.06252846327
497	0.06239411664
498	0.06228602691
499	0.0621565463
500	0.06203518562
501	0.06191313413
502	0.06180821381
503	0.0617383791
504	0.06161643635
505	0.06152261826
506	0.06139487551
507	0.06124971265
508	0.06113235866
509	0.06100482029
510	0.06088807355
511	0.06076258643
512	0.06066800276
513	0.06056432954
514	0.06044426298
515	0.06031751031
516	0.06020850776
517	0.06008873822
518	0.05998032477
519	0.05987706973
520	0.05976895089
521	0.05965364117
522	0.05950572497
523	0.05939247055
524	0.05928342523
525	0.0591746465
526	0.0590734905
527	0.05894133776
528	0.05878815264
529	0.05868914339
530	0.05858333619
531	0.05841089968
532	0.05832160904
533	0.05824185983
534	0.05814817177
535	0.05803766786
536	0.05795504853
537	0.05782306411
538	0.05770632427
539	0.05759898214
540	0.05748263365
541	0.05735749119
542	0.0572518123
543	0.05714475174
544	0.05704357257
545	0.05694032306
546	0.05685395798
547	0.05673277838
548	0.05659520724
549	0.05649398856
550	0.05636968841
551	0.05627948105
552	0.0561878008
553	0.05609787628
554	0.05597936364
555	0.05585494056
556	0.05575353634
557	0.05563624465
558	0.05555789319
559	0.05542415904
560	0.055334249
561	0.05525125412
562	0.05516593666
563	0.05506556855
564	0.05494698956
565	0.05484650124
566	0.05473561891
567	0.05463738458
568	0.05455041794
569	0.05445815415
570	0.05435729711
571	0.05430061258
572	0.05422823139
573	0.05412211508
574	0.05407857644
575	0.05398176858
576	0.05390500677
577	0.05382076409
578	0.05372963042
579	0.05361578886
580	0.05353245936
581	0.05342653278
582	0.05330676062
583	0.05323804252
584	0.05314801831
585	0.05304609878
586	0.05296096508
587	0.05285740288
588	0.05276540275
589	0.05264113512
590	0.05252917952
591	0.05242993127
592	0.05231991627
593	0.05220231599
594	0.05210953883
595	0.05205856621
596	0.05194468099
597	0.05185509252
598	0.05177989108
599	0.05166596861
600	0.05157732606
601	0.05151181918
602	0.05137272178
603	0.05129292802
604	0.05117726871
605	0.05106933596
606	0.05099216057
607	0.05091143521
608	0.05083317499
609	0.05072442226
610	0.05062245253
611	0.05052842043
612	0.05042178019
613	0.05035685477
614	0.05024036826
615	0.05017787338
616	0.05007359008
617	0.04998427583
618	0.04990737098
619	0.04982248004
620	0.04973113337
621	0.04967938358
622	0.04958950841
623	0.04953757344
624	0.04944820265
625	0.04937562806
626	0.04927323215
627	0.04918583337
628	0.04910214208
629	0.0490072066
630	0.04893373598
631	0.04887288533
632	0.04878622716
633	0.04868869308
634	0.04857583946
635	0.04849529519
636	0.04838950489
637	0.04829389842
638	0.04822286614
639	0.04816584649
640	0.048057108
641	0.04795772047
642	0.04786321471
643	0.04776586121
644	0.04768009048
645	0.0476001554
646	0.04750548168
647	0.04742544688
648	0.04735711261
649	0.04728606438
650	0.04718090461
651	0.04707749165
652	0.04702977947
653	0.0469555606
654	0.046879974
655	0.04678726736
656	0.04671620648
657	0.04663167785
658	0.04654822937
659	0.046485894
660	0.04639009548
661	0.04632527115
662	0.04624121888
663	0.0461620866
664	0.04605367779
665	0.0459860635
666	0.04589546295
667	0.04582676311
668	0.04577113162
669	0.04569669976
670	0.04562438828
671	0.04552501836
672	0.04543992334
673	0.04536549233
674	0.0452864314
675	0.04523969342
676	0.04515903299
677	0.04506205164
678	0.0449679493
679	0.04489925032
680	0.04481316375
681	0.04476356026
682	0.04470425267
683	0.04461740944
684	0.04452681859
685	0.04444811097
686	0.04435845883
687	0.04428893431
688	0.04420219755
689	0.04412675693
690	0.04401012665
691	0.04394419414
692	0.04386287937
693	0.04378695464
694	0.0437418184
695	0.04368454782
696	0.04358215945
697	0.04349481209
698	0.04339846392
699	0.04334012088
700	0.04326362234
701	0.04318733096
702	0.0431181515
703	0.04303732035
704	0.04298778473
705	0.04289691478
706	0.04281107787
707	0.04274252176
708	0.04268945535
709	0.0425860184
710	0.04253220208
711	0.04248557338
712	0.04243101597
713	0.04235092119
714	0.04229537535
715	0.04224542555
716	0.04216415937
717	0.04207329451
718	0.0420146504
719	0.04196505749
720	0.04190592718
721	0.04185051917
722	0.04175810737
723	0.04167678747
724	0.04161003024
725	0.04151690189
726	0.04144776434
727	0.04136317322
728	0.04130967687
729	0.04125584107
730	0.04122356735
731	0.04117180591
732	0.04110649139
733	0.04104712978
734	0.04100793707
735	0.04094162017
736	0.04088283105
737	0.04081848613
738	0.04075246938
739	0.04068916737
740	0.04062905093
741	0.04059621685
742	0.04053621568
743	0.04047477345
744	0.04039297846
745	0.04032089403
746	0.04024470625
747	0.04019073287
748	0.04010120766
749	0.04001761354
750	0.03993478466
751	0.03988915519
752	0.03983439665
753	0.03979086983
754	0.03971744847
755	0.03961908053
756	0.03955821111
757	0.03947296201
758	0.03941414122
759	0.03936183055
760	0.03928810624
761	0.03925748478
762	0.03916769349
763	0.03909385365
764	0.03905035651
765	0.03902837123
766	0.03898344614
767	0.03894147649
768	0.0388761765
769	0.03881549402
770	0.03872992164
771	0.03865704197
772	0.03860676234
773	0.03853530862
774	0.03844507204
775	0.03838223192
776	0.03831174915
777	0.03826845044
778	0.03822826153
779	0.03818848175
780	0.03812100331
781	0.03807551034
782	0.03801269582
783	0.03797680822
784	0.03789857879
785	0.03782715986
786	0.03777706431
787	0.03771104617
788	0.03765692386
789	0.03758188617
790	0.0375177956
791	0.03744003087
792	0.03737472647
793	0.03732197351
794	0.037266364
795	0.03721596434
796	0.03715567967
797	0.0371157045
798	0.03703788162
799	0.0369643267
800	0.03691422344
801	0.03688003709
802	0.03682546851
803	0.03677763741
804	0.03671982884
805	0.03664545111
806	0.03656922786
807	0.03652403946
808	0.03642531389
809	0.03638431046
810	0.03632504377
811	0.0362576198
812	0.03619285862
813	0.03613637156
814	0.036094222
815	0.03604503647
816	0.03600529616
817	0.03594823904
818	0.03586892996
819	0.03579492227
820	0.03575976272
821	0.03570504526
822	0.03562583379
823	0.03556030292
824	0.03549895422
825	0.03544717059
826	0.03541085709
827	0.03536684613
828	0.0353263261
829	0.03527089484
830	0.03522618388
831	0.0351743484
832	0.03510839956
833	0.03504992992
834	0.03499577308
835	0.0349357843
836	0.03488030892
837	0.03480829878
838	0.03475203022
839	0.03470744911
840	0.03465274463
841	0.03459586413
842	0.03450954187
843	0.03446223732
844	0.03443293888
845	0.0343656421
846	0.03431995083
847	0.0342636125
848	0.03420126263
849	0.03417692731
850	0.03409180288
851	0.03402014007
852	0.03397778505
853	0.03390840454
854	0.03386147492
855	0.03379855903
856	0.03374996162
857	0.03371099478
858	0.03366941363
859	0.03361887603
860	0.0335515619
861	0.03350219866
862	0.03346855232
863	0.03341800227
864	0.03337803754
865	0.03334314807
866	0.03331143137
867	0.03325163505
868	0.03320004559
869	0.03313222693
870	0.0330818035
871	0.03303134622
872	0.0329622786
873	0.03292878875
874	0.03285765882
875	0.03280942128
876	0.032756553
877	0.03271314215
878	0.03266789225
879	0.03260282198
880	0.03253690903
881	0.03249237683
882	0.03244338591
883	0.03240942015
884	0.03235515606
885	0.03232135846
886	0.03225493499
887	0.03220815361
888	0.03214111669
889	0.03207595009
890	0.03203873027
891	0.03200462339
892	0.03196507574
893	0.03189772214
894	0.03184586351
895	0.03181603039
896	0.0317480631
897	0.03169874124
898	0.03168051406
899	0.03163398771
900	0.03156182698
901	0.03152604025
902	0.03148116183
903	0.03142455819
904	0.03138673148
905	0.03132101263
906	0.03127265417
907	0.03120903759
908	0.03116940307
909	0.03113121514
910	0.03106489289
911	0.03099828528
912	0.03093908784
913	0.03089940284
914	0.03084979105
915	0.03079669827
916	0.03073746797
917	0.03067512848
918	0.03062184339
919	0.03056349895
920	0.03050899859
921	0.03046909946
922	0.03042608572
923	0.03038818232
924	0.03033000637
925	0.03028862836
926	0.03025208678
927	0.03021003578
928	0.03019189417
929	0.03015062476
930	0.03011149325
931	0.03007201752
932	0.03003455155
933	0.02999336849
934	0.02993007696
935	0.02988923782
936	0.02985424302
937	0.02981588843
938	0.02976187143
939	0.02971949545
940	0.02966896782
941	0.02963937742
942	0.02958259871
943	0.02954157151
944	0.02947989648
945	0.02941749344
946	0.02937232409
947	0.02933264463
948	0.02929937754
949	0.02923032895
950	0.02918673252
951	0.02913529862
952	0.02907478732
953	0.02903771615
954	0.02898035521
955	0.02893894161
956	0.02890701225
957	0.02886937354
958	0.02883853398
959	0.02879889239
960	0.0287761615
961	0.0287174962
962	0.02865211879
963	0.02862455948
964	0.02858178705
965	0.02853167377
966	0.02849656452
967	0.02845763004
968	0.02841413179
969	0.02837496344
970	0.02832718346
971	0.02827768858
972	0.02824236877
973	0.02819626322
974	0.02815817204
975	0.02812115464
976	0.02807878398
977	0.02802939002
978	0.02797352223
979	0.02793971589
980	0.02790472543
981	0.02786548851
982	0.0278162411
983	0.02777838763
984	0.02773527485
985	0.02768933406
986	0.02764305742
987	0.02760729465
988	0.02756992776
989	0.0275306147
990	0.02747335672
991	0.02744389632
992	0.02741160459
993	0.02738313764
994	0.02734026316
995	0.02730010693
996	0.0272601616
997	0.02720428956
998	0.02716062513
999	0.02712869997
