iter	Passed	Remaining
242	5709	17785
243	5734	17766
244	5757	17742
245	5782	17724
246	5806	17700
247	5829	17677
248	5851	17649
249	5875	17625
250	5897	17597
251	5919	17571
252	5944	17550
253	5967	17526
254	5991	17504
255	6014	17480
256	6037	17454
257	6060	17431
258	6083	17403
259	6105	17378
260	6127	17350
261	6151	17328
262	6175	17304
263	6199	17282
264	6222	17259
265	6244	17230
266	6267	17205
267	6290	17181
268	6312	17154
269	6335	17129
270	6358	17104
271	6379	17075
272	6402	17050
273	6426	17027
274	6449	17001
275	6494	17035
276	6516	17008
277	6538	16981
278	6561	16955
279	6585	16932
280	6607	16905
281	6631	16883
282	6654	16860
283	6681	16845
284	6705	16823
285	6727	16795
286	6750	16769
287	6772	16743
288	6795	16718
289	6818	16692
290	6841	16667
291	6863	16642
292	6887	16618
293	6908	16590
294	6931	16564
295	6953	16537
296	6977	16514
297	7000	16490
298	7022	16463
299	7044	16437
300	7066	16411
301	7088	16384
302	7111	16358
303	7134	16334
304	7156	16308
305	7181	16286
306	7204	16263
307	7227	16237
308	7249	16212
309	7272	16187
310	7297	16166
311	7320	16142
312	7343	16118
313	7366	16093
314	7388	16067
315	7412	16043
316	7433	16015
317	7456	15991
318	7479	15968
319	7504	15946
320	7540	15950
321	7563	15925
322	7587	15902
323	7610	15877
324	7632	15851
325	7654	15825
326	7678	15802
327	7706	15788
328	7731	15769
329	7755	15746
330	7778	15722
331	7802	15698
332	7827	15678
333	7849	15651
334	7872	15628
335	7895	15602
336	7918	15577
337	7942	15556
338	7965	15531
339	7988	15507
340	8010	15480
341	8033	15456
342	8056	15432
343	8079	15407
344	8102	15383
345	8124	15355
346	8147	15331
347	8171	15309
348	8193	15284
349	8215	15258
350	8239	15234
351	8262	15209
352	8285	15185
353	8307	15160
354	8331	15137
355	8355	15114
356	8377	15089
357	8401	15065
358	8423	15040
359	8446	15016
360	8470	14993
361	8493	14969
362	8515	14943
363	8538	14919
364	8561	14894
365	8586	14873
366	8609	14849
367	8631	14824
368	8654	14798
369	8675	14772
370	8698	14747
371	8721	14723
372	8748	14705
373	8774	14686
374	8797	14662
375	8819	14636
376	8842	14612
377	8864	14586
378	8887	14562
379	8908	14535
380	8931	14511
381	8954	14486
382	8977	14463
383	9001	14439
384	9023	14414
385	9047	14392
386	9070	14367
387	9093	14343
388	9116	14318
389	9138	14294
390	9161	14269
391	9184	14245
392	9207	14221
393	9231	14199
394	9259	14181
395	9280	14155
396	9303	14130
397	9326	14107
398	9349	14083
399	9373	14059
400	9396	14035
401	9419	14012
402	9443	13989
403	9465	13963
404	9488	13939
405	9512	13917
406	9535	13893
407	9558	13869
408	9580	13843
409	9603	13820
410	9626	13796
411	9650	13772
412	9673	13748
413	9695	13724
414	9718	13699
415	9741	13675
416	9765	13653
417	9792	13635
418	9817	13612
419	9839	13588
420	9863	13565
421	9886	13540
422	9908	13515
423	9932	13492
424	9954	13467
425	9975	13441
426	9997	13416
427	10021	13392
428	10043	13367
429	10065	13342
430	10091	13322
431	10115	13300
432	10138	13276
433	10161	13251
434	10184	13227
435	10206	13203
436	10241	13194
437	10263	13169
438	10287	13146
439	10311	13124
440	10334	13099
441	10356	13074
442	10379	13050
443	10401	13025
444	10424	13000
445	10447	12976
446	10470	12953
447	10492	12928
448	10517	12906
449	10538	12880
450	10560	12855
451	10583	12830
452	10606	12807
453	10628	12782
454	10653	12760
455	10675	12735
456	10699	12713
457	10723	12690
458	10746	12666
459	10769	12642
460	10791	12617
461	10816	12595
462	10842	12575
463	10867	12554
464	10889	12529
465	10912	12504
466	10934	12480
467	10958	12457
468	10982	12434
469	11004	12409
470	11028	12386
471	11051	12363
472	11074	12338
473	11097	12315
474	11119	12289
475	11142	12266
476	11164	12241
477	11186	12216
478	11210	12193
479	11233	12169
480	11254	12143
481	11277	12119
482	11300	12095
483	11323	12071
484	11345	12047
485	11368	12023
486	11392	12000
487	11414	11975
488	11435	11950
489	11458	11926
490	11481	11902
491	11504	11878
492	11527	11854
493	11549	11829
494	11572	11805
495	11595	11782
496	11616	11757
497	11639	11732
498	11663	11710
499	11686	11686
500	11709	11662
501	11730	11637
502	11751	11611
503	11774	11587
504	11797	11564
505	11820	11539
506	11843	11516
507	11869	11495
508	11893	11473
509	11915	11448
510	11939	11425
511	11962	11401
512	11986	11378
513	12010	11355
514	12033	11332
515	12056	11309
516	12078	11284
517	12101	11260
518	12124	11237
519	12147	11212
520	12169	11188
521	12192	11164
522	12216	11142
523	12239	11118
524	12262	11094
525	12285	11071
526	12307	11046
527	12330	11022
528	12353	10999
529	12376	10975
530	12399	10951
531	12420	10926
532	12443	10902
533	12466	10879
534	12488	10854
535	12512	10831
536	12535	10807
537	12557	10783
538	12580	10760
539	12602	10735
540	12624	10710
541	12648	10688
542	12673	10665
543	12698	10644
544	12721	10620
545	12744	10597
546	12766	10572
547	12790	10549
548	12812	10525
549	12835	10502
550	12857	10476
551	12880	10453
552	12907	10433
553	12932	10411
554	12956	10388
555	12977	10363
556	13000	10339
557	13022	10315
558	13044	10291
559	13067	10267
560	13089	10243
561	13113	10220
562	13136	10196
563	13158	10172
564	13181	10148
565	13204	10124
566	13226	10100
567	13248	10076
568	13272	10053
569	13295	10030
570	13319	10006
571	13343	9983
572	13366	9960
573	13387	9935
574	13410	9912
575	13433	9888
576	13454	9863
577	13477	9839
578	13502	9817
579	13534	9800
580	13569	9785
581	13592	9762
582	13614	9738
583	13637	9714
584	13659	9690
585	13683	9666
586	13705	9643
587	13729	9619
588	13753	9596
589	13775	9572
590	13798	9549
591	13821	9525
592	13842	9500
593	13864	9476
594	13885	9451
595	13909	9428
596	13935	9407
597	13960	9384
598	13983	9361
599	14007	9338
600	14029	9314
601	14053	9291
602	14076	9267
603	14098	9243
604	14121	9219
605	14142	9195
606	14165	9171
607	14187	9147
608	14210	9123
609	14232	9099
610	14255	9075
611	14279	9052
612	14302	9029
613	14323	9004
614	14346	8981
615	14368	8957
616	14392	8934
617	14417	8911
618	14439	8887
619	14462	8864
620	14485	8840
621	14506	8816
622	14531	8793
623	14554	8769
624	14575	8745
625	14599	8722
626	14622	8699
627	14647	8676
628	14670	8653
629	14693	8629
630	14715	8605
631	14737	8581
632	14760	8557
633	14782	8534
634	14806	8510
635	14830	8488
636	14854	8464
637	14876	8440
638	14899	8417
639	14921	8393
640	14945	8370
641	14970	8347
642	14993	8324
643	15016	8300
644	15041	8278
645	15064	8255
646	15087	8231
647	15109	8207
648	15132	8184
649	15155	8160
650	15178	8137
651	15200	8113
652	15223	8089
653	15245	8065
654	15268	8042
655	15291	8018
656	15314	7995
657	15337	7971
658	15358	7947
659	15382	7924
660	15405	7900
661	15427	7877
662	15450	7853
663	15474	7830
664	15497	7806
665	15519	7783
666	15541	7759
667	15563	7735
668	15587	7712
669	15610	7688
670	15633	7665
671	15655	7641
672	15678	7618
673	15703	7595
674	15725	7571
675	15749	7548
676	15772	7525
677	15796	7502
678	15818	7478
679	15840	7454
680	15862	7430
681	15885	7407
682	15909	7384
683	15932	7360
684	15953	7336
685	15976	7312
686	16000	7289
687	16024	7266
688	16048	7243
689	16072	7220
690	16098	7198
691	16120	7175
692	16143	7151
693	16166	7127
694	16187	7103
695	16210	7080
696	16232	7056
697	16254	7032
698	16278	7009
699	16301	6986
700	16324	6962
701	16347	6939
702	16369	6915
703	16391	6891
704	16414	6868
705	16434	6843
706	16456	6819
707	16478	6796
708	16501	6772
709	16524	6749
710	16548	6726
711	16570	6702
712	16593	6679
713	16616	6655
714	16641	6633
715	16664	6609
716	16687	6586
717	16711	6563
718	16735	6540
719	16759	6517
720	16781	6494
721	16803	6470
722	16826	6446
723	16849	6423
724	16871	6399
725	16893	6375
726	16915	6352
727	16937	6328
728	16961	6305
729	16984	6281
730	17007	6258
731	17029	6234
732	17054	6212
733	17077	6188
734	17101	6165
735	17125	6142
736	17146	6118
737	17171	6095
738	17195	6073
739	17219	6050
740	17242	6026
741	17264	6003
742	17286	5979
743	17308	5955
744	17330	5932
745	17353	5908
746	17375	5885
747	17398	5861
748	17421	5838
749	17444	5814
750	17467	5791
751	17490	5768
752	17513	5744
753	17537	5721
754	17561	5698
755	17584	5675
756	17607	5651
757	17629	5628
758	17652	5605
759	17676	5582
760	17699	5558
761	17722	5535
762	17744	5511
763	17766	5488
764	17789	5464
765	17811	5441
766	17835	5417
767	17857	5394
768	17880	5371
769	17902	5347
770	17925	5324
771	17948	5300
772	17970	5277
773	17992	5253
774	18016	5230
775	18038	5206
776	18059	5183
777	18083	5160
778	18109	5137
779	18133	5114
780	18157	5091
781	18181	5068
782	18203	5044
783	18227	5021
784	18249	4998
785	18272	4974
786	18295	4951
787	18319	4928
788	18341	4904
789	18364	4881
790	18386	4858
791	18408	4834
792	18432	4811
793	18455	4788
794	18477	4764
795	18501	4741
796	18524	4718
797	18547	4694
798	18568	4671
799	18591	4647
800	18613	4624
801	18636	4600
802	18658	4577
803	18680	4553
804	18701	4530
805	18725	4507
806	18746	4483
807	18769	4460
808	18792	4436
809	18815	4413
810	18837	4389
811	18859	4366
812	18881	4343
813	18903	4319
814	18925	4295
815	18947	4272
816	18970	4249
817	18992	4225
818	19014	4202
819	19037	4178
820	19059	4155
821	19081	4132
822	19105	4109
823	19128	4085
824	19152	4062
825	19177	4039
826	19203	4017
827	19225	3993
828	19248	3970
829	19271	3947
830	19294	3923
831	19316	3900
832	19340	3877
833	19362	3853
834	19384	3830
835	19407	3807
836	19428	3783
837	19449	3759
838	19472	3736
839	19495	3713
840	19519	3690
841	19541	3666
842	19562	3643
843	19584	3619
844	19607	3596
845	19631	3573
846	19654	3550
847	19675	3526
848	19697	3503
849	19721	3480
850	19743	3456
851	19768	3433
852	19790	3410
853	19812	3387
854	19835	3363
855	19858	3340
856	19881	3317
857	19905	3294
858	19928	3271
859	19950	3247
860	19972	3224
861	19993	3200
862	20014	3177
863	20037	3153
864	20060	3130
865	20082	3107
866	20105	3084
867	20127	3060
868	20151	3037
869	20177	3014
870	20201	2991
871	20226	2969
872	20250	2945
873	20274	2922
874	20296	2899
875	20319	2876
876	20341	2852
877	20364	2829
878	20386	2806
879	20408	2782
880	20432	2759
881	20458	2737
882	20499	2716
883	20521	2692
884	20544	2669
885	20566	2646
886	20590	2623
887	20614	2600
888	20635	2576
889	20659	2553
890	20681	2530
891	20704	2506
892	20728	2483
893	20750	2460
894	20772	2437
895	20795	2413
896	20817	2390
897	20839	2367
898	20861	2343
899	20882	2320
900	20905	2297
901	20927	2273
902	20949	2250
903	20973	2227
904	20995	2203
905	21018	2180
906	21041	2157
907	21065	2134
908	21087	2111
909	21111	2087
910	21135	2064
911	21157	2041
912	21182	2018
913	21205	1995
914	21230	1972
915	21252	1948
916	21277	1925
917	21300	1902
918	21322	1879
919	21344	1856
920	21365	1832
921	21388	1809
922	21411	1786
923	21434	1762
924	21457	1739
925	21480	1716
926	21503	1693
927	21526	1670
928	21549	1646
929	21571	1623
930	21593	1600
931	21616	1577
932	21639	1553
933	21661	1530
934	21684	1507
935	21706	1484
936	21729	1460
937	21749	1437
938	21772	1414
939	21794	1391
940	21817	1367
941	21841	1344
942	21864	1321
943	21887	1298
944	21909	1275
945	21931	1251
946	21953	1228
947	21976	1205
948	21999	1182
949	22021	1159
950	22044	1135
951	22070	1112
952	22092	1089
953	22115	1066
954	22138	1043
955	22161	1020
956	22184	996
957	22205	973
958	22227	950
959	22252	927
960	22277	904
961	22301	880
962	22326	857
963	22349	834
964	22373	811
965	22395	788
966	22418	765
967	22442	741
968	22466	718
969	22497	695
970	22517	672
971	22540	649
972	22563	626
973	22589	603
974	22611	579
975	22633	556
976	22657	533
977	22680	510
978	22703	486
979	22726	463
980	22748	440
981	22771	417
982	22793	394
983	22815	370
984	22840	347
985	22862	324
986	22885	301
987	22908	278
988	22931	255
989	22953	231
990	22974	208
991	22997	185
992	23019	162
993	23042	139
994	23065	115
995	23088	92
996	23113	69
997	23137	46
998	23158	23
999	23181	0
