iter	Logloss
145	0.1538732813
146	0.1533892047
147	0.1527099361
148	0.1522272961
149	0.1517728238
150	0.1514193014
151	0.1509527982
152	0.1505721874
153	0.1501474722
154	0.1496461252
155	0.1491525565
156	0.1487534839
157	0.1482636721
158	0.1479220521
159	0.1474887045
160	0.1469942387
161	0.1465211318
162	0.1460286848
163	0.1456329403
164	0.145192864
165	0.1447665621
166	0.1444112252
167	0.1440108665
168	0.1434857545
169	0.143012172
170	0.1426580742
171	0.1423211979
172	0.1419795458
173	0.1416503876
174	0.1412484312
175	0.1409340021
176	0.1405519571
177	0.1402176271
178	0.1398941902
179	0.1394535686
180	0.1390745627
181	0.1385685556
182	0.1381946429
183	0.1378301779
184	0.1373303128
185	0.1369682356
186	0.1365023717
187	0.1360825321
188	0.1357445407
189	0.1353397355
190	0.1348563942
191	0.134523509
192	0.1341932601
193	0.1338835213
194	0.1335760869
195	0.1332615458
196	0.1328941151
197	0.1323935701
198	0.1320615653
199	0.1317094946
200	0.1313268567
201	0.130909651
202	0.1304489714
203	0.1301216569
204	0.1296363298
205	0.1293094089
206	0.1289637925
207	0.1286322066
208	0.1283212017
209	0.1279103575
210	0.1275324596
211	0.1271392002
212	0.126794776
213	0.126481945
214	0.1261707704
215	0.1258575589
216	0.1255499165
217	0.1252620144
218	0.1249044337
219	0.1245498684
220	0.1242967116
221	0.1239939398
222	0.1235701034
223	0.1232918762
224	0.1229380789
225	0.1225328437
226	0.1222336207
227	0.1218779115
228	0.1215251046
229	0.1212650485
230	0.1209277615
231	0.1206003255
232	0.1202194946
233	0.1199089512
234	0.1196135947
235	0.1192924983
236	0.1189284689
237	0.1185294318
238	0.1182493112
239	0.117778913
240	0.1174752937
241	0.117259771
242	0.1169626337
243	0.1166602821
244	0.1163643043
245	0.1160497408
246	0.1157535822
247	0.1154281888
248	0.1150856463
249	0.1148015406
250	0.1145221184
251	0.1142305709
252	0.1139323351
253	0.1135630374
254	0.113309799
255	0.1129271461
256	0.1126898603
257	0.1124347342
258	0.1121126697
259	0.1117515987
260	0.1114703409
261	0.1111677754
262	0.1108679179
263	0.1105759008
264	0.1102628462
265	0.109990885
266	0.109714389
267	0.1094382655
268	0.1090672254
269	0.1087098423
270	0.1084456831
271	0.1082208301
272	0.1079369408
273	0.1076419626
274	0.107340991
275	0.1070768635
276	0.1067940013
277	0.1065310812
278	0.1062928528
279	0.1060614796
280	0.1058187173
281	0.1054957216
282	0.1052267705
283	0.1049840427
284	0.1047052486
285	0.1044461977
286	0.1041976398
287	0.1039437265
288	0.1036880901
289	0.1034288513
290	0.1031017872
291	0.1028683725
292	0.1025557991
293	0.1023201553
294	0.1021113603
295	0.1018200361
296	0.1015314758
297	0.101285753
298	0.1010572692
299	0.1008063323
300	0.100486142
301	0.1002791873
302	0.1000500126
303	0.09977482154
304	0.0995311968
305	0.09926652841
306	0.09897197455
307	0.09873729819
308	0.09846525359
309	0.09823610902
310	0.09795813978
311	0.09775437272
312	0.09754876253
313	0.09730497657
314	0.09705458013
315	0.09685396598
316	0.09660218352
317	0.09636188851
318	0.09613118957
319	0.09587981983
320	0.09557763778
321	0.09526345465
322	0.09507646737
323	0.09486703702
324	0.09460319769
325	0.09440230599
326	0.09412397131
327	0.09390505684
328	0.09370300068
329	0.09345734387
330	0.09323087894
331	0.09305404204
332	0.0928437259
333	0.09261610575
334	0.09242386709
335	0.09220222087
336	0.09201426509
337	0.09180428628
338	0.09160329526
339	0.09136624208
340	0.09116970977
341	0.09089142059
342	0.09069862684
343	0.09043832216
344	0.09025229504
345	0.08992281755
346	0.08973341019
347	0.08954542489
348	0.0892954817
349	0.08905121103
350	0.08886926716
351	0.08868545236
352	0.08848591621
353	0.08824522619
354	0.08803482762
355	0.08781559105
356	0.0876412109
357	0.08746899895
358	0.08723432078
359	0.08701482456
360	0.08682220029
361	0.08661656801
362	0.08647972007
363	0.08625689663
364	0.08605918857
365	0.08581984897
366	0.0856633533
367	0.08550620206
368	0.08530767558
369	0.08518061825
370	0.08498252775
371	0.08478350129
372	0.08458907785
373	0.08437041374
374	0.08419948157
375	0.08402559582
376	0.08387715587
377	0.08369487003
378	0.08351247429
379	0.08335134523
380	0.08315570534
381	0.0829685014
382	0.08279099104
383	0.08263000387
384	0.08247457121
385	0.08225518262
386	0.08206493884
387	0.08188214681
388	0.0816753366
389	0.08148183141
390	0.08126086343
391	0.0810794745
392	0.08088849576
393	0.0807314923
394	0.08055899293
395	0.08039028556
396	0.08021561549
397	0.08005763273
398	0.07986785898
399	0.07970470188
400	0.07953974188
401	0.07936377888
402	0.07919649632
403	0.07905296406
404	0.07884581866
405	0.07867099053
406	0.07850203215
407	0.07833619226
408	0.07807618246
409	0.07789980722
410	0.07773516284
411	0.07755053881
412	0.07734877808
413	0.07717546968
414	0.0770321947
415	0.07682095214
416	0.07664541308
417	0.07650779175
418	0.07630224368
419	0.07618845841
420	0.07599852953
421	0.07585081148
422	0.07572970166
423	0.07559087228
424	0.0754283741
425	0.07528807864
426	0.07513906019
427	0.07496903367
428	0.07482550799
429	0.07466336579
430	0.07448333672
431	0.07433607574
432	0.07419451841
433	0.07403394437
434	0.07383402539
435	0.07366792953
436	0.07351603114
437	0.07334322387
438	0.07320046882
439	0.0730309981
440	0.07286237876
441	0.0727452024
442	0.07259018498
443	0.07243256364
444	0.07229219793
445	0.07210365658
446	0.07196099074
447	0.07183149612
448	0.07164830732
449	0.07151124839
450	0.07137097619
451	0.07121611817
452	0.07105391783
453	0.07092302784
454	0.07077271193
455	0.07065014589
456	0.07047591712
457	0.07029414293
458	0.07018607943
459	0.07004920451
460	0.06988702003
461	0.06973214319
462	0.06958896198
463	0.06944559887
464	0.06931629096
465	0.06916001674
466	0.06907759633
467	0.06892322912
468	0.06876287589
469	0.06864342294
470	0.06848229756
471	0.06832546083
472	0.06817219627
473	0.06804454315
474	0.06791789527
475	0.06782723016
476	0.06768377067
477	0.06756368713
478	0.06743033298
479	0.06726041867
480	0.06714784323
481	0.06699295252
482	0.06683155587
483	0.06671677724
484	0.06661122479
485	0.06650258381
486	0.06639380817
487	0.06626171521
488	0.06605855635
489	0.06591577593
490	0.06573946483
491	0.06560083121
492	0.06545002722
493	0.06531313049
494	0.06515897863
495	0.06502715621
496	0.06488619322
497	0.06477335637
498	0.06462870484
499	0.06448375524
500	0.06435960803
501	0.06424210992
502	0.06414784802
503	0.0640507752
504	0.06389565549
505	0.06380191319
506	0.06365676902
507	0.06355153508
508	0.06342700143
509	0.06333724004
510	0.06319983422
511	0.06307787185
512	0.06295350056
513	0.06281928759
514	0.06270276912
515	0.06258456621
516	0.06248724011
517	0.06234430776
518	0.06221179008
519	0.06208563586
520	0.06195974061
521	0.06184590105
522	0.06173286605
523	0.06159428588
524	0.06148875214
525	0.06138093412
526	0.06128050331
527	0.0611323339
528	0.06099221003
529	0.06086122834
530	0.0607326137
531	0.06064167491
532	0.06053757886
533	0.06044700117
534	0.06033206469
535	0.06021824289
536	0.06011153544
537	0.05999953107
538	0.05984093047
539	0.05974582155
540	0.05961223886
541	0.0595086115
542	0.05940646492
543	0.05928855247
544	0.05918360076
545	0.05907273524
546	0.05898368533
547	0.05887586388
548	0.05874436606
549	0.05860082112
550	0.05853257298
551	0.05844779016
552	0.05832401841
553	0.05820292262
554	0.05807402851
555	0.05793367117
556	0.05785543198
557	0.05773019537
558	0.0576413018
559	0.05753161493
560	0.05740304006
561	0.05728964528
562	0.0571900536
563	0.05709514958
564	0.05699778226
565	0.0568944641
566	0.0567819173
567	0.0566482962
568	0.05651808019
569	0.056399817
570	0.05631387494
571	0.05620996067
572	0.05610774361
573	0.05601957278
574	0.05590341751
575	0.05576978629
576	0.0556700794
577	0.05556833635
578	0.05548179786
579	0.05537114157
580	0.05525004758
581	0.05514101113
582	0.05507127693
583	0.05494232412
584	0.05487503021
585	0.05478788242
586	0.05470285461
587	0.05460546009
588	0.05452400648
589	0.05440844701
590	0.05426211401
591	0.05416180563
592	0.05410024269
593	0.05400767583
594	0.05391477134
595	0.05380388781
596	0.05368529944
597	0.05358241456
598	0.05349971669
599	0.05340821985
600	0.05333330404
601	0.05322472908
602	0.05310492704
603	0.0530439198
604	0.05292307557
605	0.05285725375
606	0.05274320585
607	0.0526468185
608	0.05256165105
609	0.05248874105
610	0.05239783345
611	0.05227758191
612	0.05218837373
613	0.05209774708
614	0.05201190106
615	0.05194036092
616	0.05184243909
617	0.05173685094
618	0.05165783838
619	0.05157224459
620	0.0514626758
621	0.05134927134
622	0.05122261231
623	0.05111889469
624	0.05102389546
625	0.05091884424
626	0.05081714994
627	0.05071848736
628	0.05061654505
629	0.05052304385
630	0.05045878079
631	0.05040718625
632	0.05031702924
633	0.05024632458
634	0.05015103893
635	0.05004216257
636	0.04998392116
637	0.04989647036
638	0.04981502749
639	0.0497266189
640	0.04965708636
641	0.04955913514
642	0.04947998023
643	0.04941751926
644	0.04933283656
645	0.04923386183
646	0.04914803616
647	0.04904722652
648	0.04894692836
649	0.04884139238
650	0.04874178692
651	0.04865305557
652	0.04855627243
653	0.04848918267
654	0.04840285295
655	0.04832228387
656	0.04820415762
657	0.04813729793
658	0.04806574764
659	0.04797911782
660	0.04790065698
661	0.04784149213
662	0.04776064993
663	0.04766642356
664	0.04759972753
665	0.04752441491
666	0.04743693715
667	0.04738030221
668	0.04728044828
669	0.04718689931
670	0.04710175265
671	0.04704000588
672	0.04697104109
673	0.04683875175
674	0.04674920157
675	0.04664247446
676	0.04654986749
677	0.04647981651
678	0.04642587077
679	0.04634375778
680	0.04626652889
681	0.04620840408
682	0.04613217366
683	0.04607573481
684	0.04600649437
685	0.0459235411
686	0.04581918298
687	0.04575675736
688	0.04567962175
689	0.04561158624
690	0.04552824001
691	0.04547171072
692	0.04536919217
693	0.04529644978
694	0.04521297119
695	0.04514442912
696	0.04504597929
697	0.04496616536
698	0.04486762583
699	0.0447789535
700	0.04471302419
701	0.04465467845
702	0.04455241502
703	0.04448408024
704	0.04442293638
705	0.04438192871
706	0.04432455161
707	0.04425316413
708	0.04418309895
709	0.04411854594
710	0.04404073814
711	0.04397151101
712	0.04389777363
713	0.04382909997
714	0.04375253223
715	0.04366613957
716	0.04358241165
717	0.04351168457
718	0.04343573475
719	0.04334574281
720	0.04327072159
721	0.04323008064
722	0.04315722708
723	0.04305617958
724	0.04300777696
725	0.04293598643
726	0.04286880535
727	0.04279277793
728	0.04271835343
729	0.04264426928
730	0.04256677003
731	0.04248952615
732	0.04242149483
733	0.0423661387
734	0.04229697125
735	0.04224047291
736	0.04217008962
737	0.04207408003
738	0.04198622958
739	0.04186645599
740	0.04180033276
741	0.04171049468
742	0.04167909081
743	0.04160879574
744	0.04154445141
745	0.04147855475
746	0.04141501615
747	0.04136277452
748	0.04127861313
749	0.04122071993
750	0.04113855025
751	0.04107942793
752	0.04102426194
753	0.04092192204
754	0.04085628403
755	0.04077285551
756	0.04070709861
757	0.0406545828
758	0.04061518838
759	0.04055253673
760	0.04044709354
761	0.04037955763
762	0.04031638791
763	0.04027524396
764	0.04021845893
765	0.0401642847
766	0.0400931931
767	0.04001821002
768	0.03998048755
769	0.03990666758
770	0.03983297672
771	0.03976769532
772	0.03972373325
773	0.03966494382
774	0.03960519829
775	0.03953115165
776	0.03945724843
777	0.03939289904
778	0.03932585002
779	0.03926751404
780	0.03921557817
781	0.03914640059
782	0.03909428637
783	0.0390202081
784	0.03894833422
785	0.03890641867
786	0.03883820732
787	0.03876441006
788	0.03870437023
789	0.03864036851
790	0.0385806334
791	0.03851518213
792	0.03844030649
793	0.03837823928
794	0.03833006577
795	0.03826341864
796	0.03820555203
797	0.03815164141
798	0.03810551742
799	0.03803361406
800	0.03797574955
801	0.03791615242
802	0.03787924724
803	0.03782724801
804	0.03776972635
805	0.03770658362
806	0.03765967422
807	0.03759206063
808	0.03753005942
809	0.03746345254
810	0.03740635948
811	0.03734782182
812	0.03725399963
813	0.03720339711
814	0.03716013633
815	0.03710773829
816	0.03706134349
817	0.03702289327
818	0.036970109
819	0.03690928665
820	0.03684770247
821	0.03679042673
822	0.03672120554
823	0.036672339
824	0.03661102914
825	0.03655448303
826	0.03649349157
827	0.03644213656
828	0.03638525555
829	0.0363186932
830	0.03624143308
831	0.03618601739
832	0.03611917591
833	0.03605151378
834	0.03600967491
835	0.03598831534
836	0.03595133838
837	0.03590710738
838	0.03584344004
839	0.0357828562
840	0.03571582702
841	0.03565833223
842	0.03562537096
843	0.03558210216
844	0.03552273887
845	0.03545857558
846	0.03541870241
847	0.03536967692
848	0.03530460446
849	0.03523576998
850	0.03519002158
851	0.03512137638
852	0.03507229759
853	0.03502536662
854	0.03497816175
855	0.03490879336
856	0.03485490857
857	0.03477967163
858	0.03473437647
859	0.03467935407
860	0.03464544358
861	0.03459413732
862	0.03457031934
863	0.03449847463
864	0.03444769869
865	0.03437993429
866	0.03432483747
867	0.03427115951
868	0.03419679241
869	0.03413974934
870	0.0340835536
871	0.03402078609
872	0.03397504142
873	0.03393707355
874	0.03387404522
875	0.03380757636
876	0.03375503323
877	0.03370718209
878	0.0336462276
879	0.03358983259
880	0.03352924425
881	0.03347148595
882	0.03342705086
883	0.03339490668
884	0.03332669994
885	0.03327229283
886	0.03320501243
887	0.033155494
888	0.03310789212
889	0.03305977188
890	0.03301318012
891	0.0329638684
892	0.03292533053
893	0.03287868437
894	0.03284097387
895	0.03278350427
896	0.03272267806
897	0.03268777279
898	0.03264237514
899	0.03261429141
900	0.03253857657
901	0.03249889371
902	0.03245291731
903	0.03239365473
904	0.03235201341
905	0.03228634614
906	0.03221456635
907	0.0321707209
908	0.03212707329
909	0.03205817448
910	0.0319805075
911	0.03193701167
912	0.03186517497
913	0.03180794036
914	0.03175105739
915	0.03171800099
916	0.03166689794
917	0.03162215476
918	0.03159522264
919	0.03155924271
920	0.03152884486
921	0.03147852918
922	0.03142167238
923	0.03136913067
924	0.03131673566
925	0.03127636779
926	0.03122111207
927	0.03115453678
928	0.03109340441
929	0.03104715298
930	0.03102137552
931	0.03097492968
932	0.03089440608
933	0.03085236294
934	0.03079918411
935	0.03075903233
936	0.03071674092
937	0.03069356698
938	0.03065154084
939	0.03061912753
940	0.0305575162
941	0.03049633292
942	0.03045310398
943	0.03041913122
944	0.0303850961
945	0.03034501996
946	0.03029684949
947	0.03024568955
948	0.03018264265
949	0.0301470662
950	0.03009760493
951	0.03006078464
952	0.03002892673
953	0.02996985623
954	0.02990814237
955	0.02986041558
956	0.02981137432
957	0.02977494204
958	0.02973647267
959	0.02967999343
960	0.0296372957
961	0.02959444455
962	0.02954875503
963	0.02949176293
964	0.02944380023
965	0.02940262448
966	0.02934702362
967	0.02928827018
968	0.02923937408
969	0.02920893892
970	0.02916101233
971	0.02911450387
972	0.02907061384
973	0.02901233397
974	0.02895830484
975	0.02890931283
976	0.02885784598
977	0.02881864113
978	0.02878908731
979	0.02873306927
980	0.0286997268
981	0.02863804873
982	0.02859469518
983	0.02856084524
984	0.0285081363
985	0.02846689331
986	0.02841301843
987	0.02838079258
988	0.02833057943
989	0.02827677137
990	0.02824304822
991	0.02821110301
992	0.02817156036
993	0.02811832017
994	0.02807373258
995	0.02802898456
996	0.0279725575
997	0.02793457694
998	0.02789446427
999	0.02785289096
